trainerID,place,pokename,pokelevel
6287,0,Ponyta,21
6288,0,Starly,18
6288,1,Staravia,20
6289,0,Staravia,32
6289,1,Staraptor,34
6290,0,Staraptor,43
6290,1,Staraptor,43
6291,0,Dodrio,58
6291,1,Staraptor,59
6292,0,Pikachu,21
6293,0,Pikachu,35
6294,0,Raichu,45
6295,0,Plusle,58
6295,1,Minun,58
6295,2,Raichu,58
6296,0,Staravia,21
6297,0,Starly,17
6297,1,Starly,18
6297,2,Starly,19
6298,0,Ponyta,20
6298,1,Shinx,18
6299,0,Shinx,21
6300,0,Whirlipede,22
6300,1,Whirlipede,22
6301,0,Ducklett,22
6301,1,Liepard,22
6302,0,Unfezant,37
6303,0,Tranquill,25
6304,0,Zebstrika,37
6305,0,Whirlipede,25
6306,0,Darumaka,22
6306,1,Darumaka,22
6308,0,Darumaka,25
6309,0,Panpour,21
6310,0,Pansage,21
6311,0,Pansear,21
6312,0,Scraggy,25
6314,0,Darumaka,24
6315,0,Darumaka,32
6320,0,Sableye,15
6321,0,Mightyena,36
6322,0,Cacnea,26
6322,1,Mightyena,28
6323,0,Sharpedo,34
6324,0,Sharpedo,41
6325,0,Sharpedo,43
6325,1,Sneasel,43
6326,0,Sharpedo,49
6326,1,Weavile,49
6327,0,Diglett,64
6327,1,Dugtrio,64
6328,0,Drilbur,25
6329,0,Diglett,61
6329,1,Dugtrio,61
6330,0,Gyarados,27
6330,1,Raichu,27
6331,0,Staraptor,47
6331,1,Whiscash,47
6332,0,Gyarados,47
6332,1,Medicham,47
6333,0,Gyarados,36
6333,1,Raichu,36
6334,0,Staraptor,50
6334,1,Ambipom,50
6335,0,Lumineon,50
6335,1,Rapidash,50
6336,0,Magmar,25
6336,1,Electabuzz,25
6337,0,Dugtrio,47
6337,1,Electabuzz,47
6338,0,Porygon2,52
6338,1,Azumarill,50
6339,0,Bagon,35
6340,0,Altaria,38
6340,1,Altaria,38
6341,0,Altaria,41
6341,1,Altaria,41
6342,0,Altaria,44
6342,1,Altaria,44
6343,0,Bagon,46
6343,1,Altaria,46
6343,2,Altaria,46
6344,0,Altaria,49
6344,1,Altaria,49
6344,2,Shelgon,49
6345,0,Bagon,34
6346,0,Altaria,37
6346,1,Altaria,37
6347,0,Altaria,41
6347,1,Altaria,41
6348,0,Altaria,44
6348,1,Altaria,44
6349,0,Bagon,46
6349,1,Altaria,46
6349,2,Altaria,46
6350,0,Altaria,49
6350,1,Altaria,49
6350,2,Shelgon,49
6351,0,Gible,46
6351,1,Gible,46
6351,2,Gyarados,49
6352,0,Gyarados,60
6353,0,Vibrava,57
6353,1,Dragonair,57
6353,2,Seadra,57
6354,0,Dratini,53
6354,1,Dragonair,55
6355,0,Dragonair,61
6355,1,Dragonair,61
6356,0,Swablu,53
6356,1,Altaria,57
6357,0,Altaria,60
6357,1,Altaria,60
6358,0,Gabite,56
6358,1,Gyarados,56
6359,0,Gyarados,58
6360,0,Bagon,57
6360,1,Shelgon,59
6361,0,Gabite,49
6362,0,Gible,39
6363,0,Gabite,43
6364,0,Gabite,63
6365,0,Seadra,56
6365,1,Gyarados,56
6366,0,Gible,43
6366,1,Swablu,45
6366,2,Gabite,47
6367,0,Gible,57
6367,1,Gabite,57
6367,2,Dragonair,57
6368,0,Dragonite,60
6369,0,Gabite,53
6369,1,Altaria,55
6370,0,Altaria,59
6370,1,Garchomp,61
6371,0,Altaria,56
6371,1,Seadra,56
6372,0,Altaria,60
6372,1,Kingdra,60
6373,0,Dratini,52
6373,1,Gabite,56
6374,0,Trapinch,55
6374,1,Vibrava,57
6375,0,Bagon,57
6375,1,Shelgon,57
6375,2,Vibrava,57
6376,0,Altaria,45
6376,1,Gabite,47
6377,0,Gible,34
6378,0,Gabite,46
6379,0,Shelgon,61
6379,1,Gabite,61
6379,2,Dragonair,61
6380,0,Dratini,55
6380,1,Altaria,57
6381,0,Shelgon,39
6381,1,Kingdra,39
6382,0,Altaria,47
6383,0,Kingdra,47
6384,0,Flygon,47
6385,0,Noivern,50
6385,1,Druddigon,50
6385,2,Flygon,50
6386,0,Krokorok,55
6387,0,Krookodile,66
6388,0,Sandile,33
6389,0,Krokorok,55
6390,0,Sandile,33
6391,0,Sandile,33
6392,0,Sandile,33
6393,0,Krokorok,55
6394,0,Krokorok,55
6395,0,Krokorok,55
6396,0,Dragalge,55
6396,1,Altaria,55
6396,2,Noivern,55
6397,0,Azumarill,45
6397,1,Nidoqueen,45
6397,2,Exploud,45
6398,0,Audino,45
6398,1,Audino,45
6398,2,Audino,45
6399,0,Pyroar,55
6399,1,Talonflame,55
6399,2,Chandelure,55
6400,0,Audino,45
6400,1,Audino,45
6400,2,Audino,45
6401,0,Golem,45
6401,1,Aggron,45
6401,2,Poliwrath,45
6402,0,Bellossom,45
6402,1,Goodra,45
6402,2,Florges,45
6403,0,Audino,45
6403,1,Audino,45
6403,2,Audino,45
6404,0,Audino,45
6404,1,Audino,45
6404,2,Audino,45
6405,0,Staraptor,50
6405,1,Nidoking,50
6405,2,Haxorus,50
6406,0,Roserade,45
6406,1,Magnezone,45
6406,2,Alakazam,45
6407,0,Clawitzer,55
6407,1,Barbaracle,55
6407,2,Starmie,55
6408,0,Scolipede,45
6408,1,Raichu,45
6408,2,Jumpluff,45
6409,0,Scizor,55
6409,1,Probopass,55
6410,0,Dedenne,25
6410,1,Staravia,25
6411,0,Weepinbell,25
6411,1,Gurdurr,25
6412,0,Machoke,25
6412,1,Fraxure,25
6413,0,Zangoose,25
6413,1,Pupitar,25
6414,0,Carnivine,25
6414,1,Rhydon,25
6415,0,Haunter,25
6415,1,Vanillish,25
6416,0,Dragonair,25
6416,1,Krokorok,25
6417,0,Magnemite,18
6417,1,Magnemite,18
6417,2,Magneton,18
6418,0,Magnemite,21
6419,0,Voltorb,21
6419,1,Magnemite,21
6420,0,Magnemite,18
6420,1,Magnemite,18
6420,2,Magneton,18
6421,0,Magneton,28
6421,1,Magneton,28
6421,2,Magneton,28
6422,0,Magnemite,21
6423,0,Granbull,50
6424,0,Nidoqueen,50
6425,0,Voltorb,16
6425,1,Magnemite,15
6425,2,Porygon,18
6425,3,Mankey,15
6425,4,Kingler,16
6425,5,Raichu,18
6426,0,Electrode,15
6426,1,Muk,15
6426,2,Porygon,20
6426,3,Charmeleon,18
6426,4,Lapras,17
6426,5,Raichu,17
6427,0,Zubat,22
6427,1,Koffing,22
6427,2,Raticate,24
6428,0,Koffing,30
6428,1,Koffing,30
6428,2,Koffing,30
6428,3,Koffing,30
6428,4,Weezing,32
6428,5,Koffing,30
6429,0,Arbok,23
6429,1,Gloom,23
6429,2,Murkrow,25
6430,0,Arbok,32
6430,1,Vileplume,32
6430,2,Murkrow,32
6431,0,Golbat,36
6432,0,Houndour,33
6432,1,Koffing,33
6432,2,Houndoom,35
6433,0,Muk,53
6433,1,Arbok,54
6433,2,Vileplume,55
6434,0,Golbat,53
6434,1,Weezing,54
6434,2,Houndoom,55
6435,0,Zubat,8
6435,1,Koffing,12
6436,0,Golbat,28
6436,1,Weezing,33
6437,0,Zubat,22
6437,1,Koffing,22
6437,2,Raticate,24
6438,0,Koffing,30
6438,1,Koffing,30
6438,2,Koffing,30
6438,3,Koffing,30
6438,4,Weezing,32
6438,5,Koffing,30
6439,0,Arbok,25
6439,1,Gloom,25
6439,2,Murkrow,27
6440,0,Arbok,32
6440,1,Vileplume,32
6440,2,Murkrow,32
6441,0,Houndour,35
6441,1,Koffing,35
6441,2,Houndoom,38
6442,0,Sneasel,50
6442,1,Muk,50
6442,2,Lickitung,50
6442,3,Vileplume,50
6442,4,Raticate,50
6442,5,Arbok,50
6443,0,Vileplume,50
6443,1,Arbok,50
6443,2,Magcargo,50
6443,3,Kabutops,50
6443,4,Victreebel,50
6443,5,Golbat,50
6444,0,Houndoom,50
6444,1,Golbat,50
6444,2,Persian,50
6444,3,Misdreavus,50
6444,4,Victreebel,50
6444,5,Wobbuffet,50
6445,0,Houndoom,50
6445,1,Octillery,50
6445,2,Wobbuffet,50
6445,3,Hypno,50
6445,4,Parasect,50
6445,5,Tyranitar,50
6450,0,Meditite,22
6450,1,Makuhita,22
6451,0,Meditite,30
6451,1,Makuhita,30
6452,0,Medicham,33
6452,1,Hariyama,33
6453,0,Medicham,36
6453,1,Hariyama,36
6454,0,Medicham,39
6454,1,Hariyama,39
6455,0,Hariyama,28
6456,0,Hariyama,31
6457,0,Hariyama,34
6458,0,Hariyama,37
6459,0,Hariyama,40
6460,0,Manectric,33
6460,1,Machamp,33
6461,0,Chinchou,33
6461,1,Hariyama,33
6462,0,Makuhita,30
6462,1,Machoke,30
6463,0,Roselia,33
6463,1,Medicham,33
6464,0,Whiscash,33
6464,1,Meditite,33
6465,0,Swellow,33
6465,1,Breloom,33
6466,0,Meditite,21
6466,1,Makuhita,21
6467,0,Meditite,30
6467,1,Makuhita,30
6468,0,Medicham,33
6468,1,Hariyama,33
6469,0,Medicham,36
6469,1,Hariyama,36
6470,0,Medicham,39
6470,1,Hariyama,39
6471,0,Hariyama,27
6472,0,Hariyama,33
6473,0,Hariyama,36
6474,0,Hariyama,39
6475,0,Hariyama,42
6476,0,Hitmontop,45
6476,1,Throh,45
6477,0,Meditite,24
6477,1,Hariyama,26
6478,0,Meditite,33
6478,1,Hariyama,35
6479,0,Medicham,40
6479,1,Hariyama,42
6480,0,Riolu,44
6480,1,Medicham,44
6480,2,Hariyama,44
6481,0,Medicham,54
6481,1,Hariyama,55
6481,2,Lucario,56
6482,0,Sawk,47
6483,0,Hariyama,30
6484,0,Hariyama,31
6485,0,Hariyama,43
6486,0,Gurdurr,45
6486,1,Hariyama,45
6487,0,Hawlucha,54
6487,1,Hariyama,55
6487,2,Conkeldurr,56
6488,0,Klefki,37
6488,1,Mawile,39
6489,0,Azumarill,56
6489,1,Florges,56
6490,0,Floette,33
6490,1,Slurpuff,35
6491,0,Azumarill,49
6491,1,Aromatisse,49
6492,0,Dedenne,37
6492,1,Aromatisse,39
6493,0,Klefki,52
6493,1,Azumarill,52
6494,0,Spoink,19
6494,1,Mawile,19
6495,0,Kirlia,22
6496,0,Jigglypuff,17
6497,0,Jigglypuff,35
6498,0,Wigglytuff,40
6499,0,Wigglytuff,42
6499,1,Clefairy,42
6500,0,Wigglytuff,48
6500,1,Clefable,48
6501,0,Skitty,21
6501,1,Jigglypuff,23
6502,0,Lucario,75
6502,1,Togekiss,75
6502,2,Lucario,75
6503,0,Gligar,15
6503,1,Drifloon,25
6506,0,Koffing,6
6506,1,Koffing,6
6507,0,Koffing,32
6507,1,Slugma,32
6508,0,Charmeleon,17
6509,0,Koffing,28
6509,1,Flareon,28
6509,2,Koffing,28
6510,0,Koffing,15
6510,1,Growlithe,16
6510,2,Koffing,15
6511,0,Magmar,29
6511,1,Weezing,32
6511,2,Magmar,29
6512,0,Vulpix,9
6513,0,Magmar,11
6513,1,Magmar,13
6514,0,Koffing,6
6514,1,Koffing,6
6515,0,Koffing,32
6515,1,Slugma,32
6516,0,Koffing,28
6516,1,Flareon,28
6516,2,Koffing,28
6517,0,Magmar,29
6517,1,Weezing,32
6517,2,Magmar,29
6518,0,Vulpix,9
6519,0,Magmar,11
6519,1,Magmar,13
6520,0,Koffing,6
6520,1,Koffing,6
6521,0,Koffing,42
6521,1,Magcargo,45
6522,0,Koffing,36
6522,1,Flareon,39
6522,2,Koffing,36
6523,0,Koffing,16
6523,1,Koffing,16
6523,2,Growlithe,17
6524,0,Magmar,43
6524,1,Camerupt,47
6524,2,Weezing,40
6525,0,Vulpix,9
6526,0,Charmeleon,18
6527,0,Magmar,11
6527,1,Magmar,16
6528,0,Magmar,25
6528,1,Magmar,32
6529,0,Magmar,34
6529,1,Magmar,37
6530,0,Magby,26
6530,1,Magmar,49
6530,2,Magmortar,58
6531,0,Rapidash,51
6531,1,Magmar,50
6531,2,Cubone,53
6531,3,Ninetales,51
6531,4,Furret,50
6531,5,Vileplume,53
6532,0,Magmar,55
6532,1,Magcargo,50
6532,2,Lickitung,50
6532,3,Ninetales,55
6532,4,Hitmontop,50
6532,5,Bellossom,50
6533,0,Magmar,50
6533,1,Marowak,51
6533,2,Dodrio,54
6533,3,Houndoom,50
6533,4,Exeggutor,51
6533,5,Arcanine,54
6534,0,Charizard,53
6534,1,Typhlosion,53
6534,2,Slowking,51
6534,3,Blissey,51
6534,4,Nidoqueen,51
6534,5,Exeggutor,51
6535,0,Poliwhirl,28
6536,0,Goldeen,17
6536,1,Tentacool,17
6536,2,Goldeen,17
6537,0,Tentacool,17
6537,1,Staryu,17
6537,2,Shellder,17
6538,0,Goldeen,22
6538,1,Poliwag,22
6538,2,Goldeen,22
6539,0,Tentacool,24
6539,1,Goldeen,24
6540,0,Goldeen,27
6541,0,Poliwag,21
6541,1,Shellder,21
6541,2,Goldeen,21
6541,3,Horsea,21
6542,0,Magikarp,24
6542,1,Magikarp,24
6543,0,Magikarp,27
6543,1,Magikarp,27
6543,2,Magikarp,27
6543,3,Magikarp,27
6543,4,Magikarp,27
6543,5,Magikarp,27
6544,0,Seaking,28
6544,1,Goldeen,28
6544,2,Seaking,28
6544,3,Seaking,28
6545,0,Shellder,31
6545,1,Cloyster,31
6546,0,Seaking,33
6546,1,Goldeen,33
6547,0,Gyarados,27
6548,0,Tentacruel,34
6549,0,Gyarados,30
6549,1,Gyarados,30
6549,2,Gyarados,30
6550,0,Qwilfish,18
6551,0,Qwilfish,23
6552,0,Goldeen,32
6552,1,Goldeen,32
6552,2,Qwilfish,32
6553,0,Seaking,34
6553,1,Seaking,34
6553,2,Qwilfish,37
6554,0,Remoraid,25
6554,1,Remoraid,25
6555,0,Poliwag,8
6555,1,Poliwag,8
6556,0,Shellder,25
6556,1,Octillery,29
6556,2,Cloyster,29
6556,3,Remoraid,25
6557,0,Magikarp,5
6557,1,Magikarp,5
6557,2,Magikarp,15
6557,3,Magikarp,5
6558,0,Seaking,28
6558,1,Poliwhirl,31
6558,2,Seaking,31
6559,0,Remoraid,32
6559,1,Remoraid,32
6560,0,Magikarp,10
6560,1,Gyarados,10
6560,2,Magikarp,15
6560,3,Gyarados,15
6561,0,Goldeen,10
6562,0,Goldeen,17
6563,0,Qwilfish,17
6563,1,Goldeen,19
6564,0,Qwilfish,30
6564,1,Goldeen,32
6565,0,Qwilfish,35
6565,1,Seaking,39
6566,0,Magikarp,22
6566,1,Magikarp,22
6566,2,Magikarp,22
6566,3,Magikarp,22
6567,0,Qwilfish,30
6567,1,Qwilfish,30
6567,2,Seaking,34
6568,0,Magikarp,25
6568,1,Magikarp,25
6568,2,Qwilfish,31
6568,3,Tentacruel,31
6569,0,Goldeen,23
6569,1,Goldeen,23
6569,2,Seaking,25
6570,0,Goldeen,29
6570,1,Goldeen,29
6570,2,Seaking,32
6571,0,Seaking,34
6571,1,Seaking,34
6571,2,Remoraid,38
6572,0,Gyarados,27
6573,0,Tentacruel,34
6574,0,Gyarados,30
6574,1,Gyarados,30
6574,2,Gyarados,30
6575,0,Remoraid,25
6575,1,Remoraid,25
6576,0,Poliwag,8
6576,1,Poliwag,8
6577,0,Shellder,25
6577,1,Octillery,29
6577,2,Cloyster,29
6577,3,Remoraid,25
6578,0,Magikarp,5
6578,1,Magikarp,5
6578,2,Magikarp,15
6578,3,Magikarp,5
6579,0,Seaking,28
6579,1,Poliwhirl,31
6579,2,Seaking,31
6580,0,Remoraid,32
6580,1,Remoraid,32
6581,0,Magikarp,10
6581,1,Gyarados,10
6581,2,Magikarp,15
6581,3,Gyarados,15
6582,0,Goldeen,10
6583,0,Goldeen,17
6584,0,Qwilfish,17
6584,1,Goldeen,19
6585,0,Qwilfish,30
6585,1,Goldeen,32
6586,0,Qwilfish,35
6586,1,Seaking,39
6587,0,Magikarp,22
6587,1,Magikarp,22
6587,2,Magikarp,22
6587,3,Magikarp,22
6588,0,Qwilfish,30
6588,1,Qwilfish,30
6588,2,Seaking,34
6589,0,Magikarp,25
6589,1,Magikarp,25
6589,2,Qwilfish,31
6589,3,Tentacruel,31
6590,0,Qwilfish,18
6591,0,Qwilfish,23
6592,0,Goldeen,32
6592,1,Goldeen,32
6592,2,Qwilfish,32
6593,0,Seaking,34
6593,1,Seaking,34
6593,2,Qwilfish,37
6594,0,Goldeen,23
6594,1,Goldeen,23
6594,2,Seaking,25
6595,0,Goldeen,29
6595,1,Goldeen,29
6595,2,Seaking,32
6596,0,Seaking,34
6596,1,Seaking,34
6596,2,Remoraid,38
6597,0,Magikarp,5
6597,1,Tentacool,10
6597,2,Magikarp,15
6598,0,Carvanha,26
6598,1,Carvanha,26
6599,0,Tentacool,23
6599,1,Tentacool,24
6599,2,Wailmer,24
6599,3,Tentacool,25
6600,0,Goldeen,16
6600,1,Goldeen,16
6600,2,Goldeen,16
6600,3,Barboach,18
6601,0,Tentacool,12
6601,1,Wailmer,15
6601,2,Tentacool,9
6601,3,Tentacool,12
6602,0,Magikarp,11
6602,1,Tentacool,8
6602,2,Magikarp,11
6603,0,Tentacool,24
6603,1,Gyarados,27
6603,2,Gyarados,27
6604,0,Gyarados,29
6604,1,Tentacool,26
6604,2,Carvanha,26
6604,3,Gyarados,29
6605,0,Gyarados,31
6605,1,Tentacruel,30
6605,2,Carvanha,30
6605,3,Gyarados,31
6606,0,Gyarados,33
6606,1,Tentacruel,35
6606,2,Sharpedo,33
6606,3,Gyarados,33
6607,0,Magikarp,30
6607,1,Tentacool,21
6607,2,Feebas,27
6607,3,Carvanha,24
6608,0,Tentacool,31
6608,1,Tentacruel,35
6608,2,Carvanha,33
6609,0,Magikarp,6
6609,1,Magikarp,6
6609,2,Magikarp,6
6610,0,Wailmer,34
6610,1,Tentacool,32
6610,2,Wailmer,30
6610,3,Sharpedo,32
6611,0,Tentacool,12
6612,0,Barboach,20
6613,0,Magikarp,15
6613,1,Magikarp,25
6613,2,Gyarados,35
6613,3,Magikarp,45
6614,0,Magikarp,19
6614,1,Gyarados,20
6614,2,Gyarados,22
6614,3,Gyarados,25
6614,4,Gyarados,29
6614,5,Gyarados,34
6615,0,Carvanha,17
6616,0,Tentacool,30
6616,1,Tentacool,30
6616,2,Wailmer,35
6616,3,Tentacruel,32
6617,0,Magikarp,5
6617,1,Tentacool,10
6617,2,Magikarp,15
6618,0,Tentacool,25
6618,1,Carvanha,25
6619,0,Wailmer,25
6619,1,Tentacruel,25
6620,0,Magikarp,29
6620,1,Tentacool,20
6620,2,Feebas,26
6620,3,Carvanha,23
6621,0,Magikarp,16
6621,1,Goldeen,17
6621,2,Barboach,18
6622,0,Tentacool,11
6622,1,Wailmer,14
6622,2,Tentacool,11
6622,3,Wailmer,14
6623,0,Magikarp,9
6624,0,Magikarp,10
6624,1,Tentacool,7
6624,2,Magikarp,10
6625,0,Tentacool,24
6625,1,Gyarados,27
6625,2,Gyarados,27
6626,0,Gyarados,29
6626,1,Carvanha,26
6626,2,Tentacool,26
6626,3,Gyarados,29
6627,0,Gyarados,31
6627,1,Carvanha,30
6627,2,Tentacruel,30
6627,3,Gyarados,31
6628,0,Gyarados,33
6628,1,Sharpedo,33
6628,2,Gyarados,33
6628,3,Tentacruel,35
6629,0,Carvanha,31
6629,1,Tentacruel,34
6630,0,Magikarp,5
6630,1,Magikarp,6
6630,2,Magikarp,7
6631,0,Wailmer,30
6631,1,Tentacool,31
6631,2,Sharpedo,32
6632,0,Barboach,19
6633,0,Tentacool,11
6634,0,Barboach,19
6635,0,Magikarp,15
6635,1,Magikarp,25
6635,2,Gyarados,35
6636,0,Magikarp,19
6636,1,Gyarados,21
6636,2,Gyarados,23
6636,3,Gyarados,26
6636,4,Gyarados,30
6636,5,Gyarados,35
6637,0,Tentacool,16
6638,0,Tentacool,31
6638,1,Tentacool,31
6638,2,Wailmer,36
6639,0,Magikarp,24
6639,1,Magikarp,24
6640,0,Tentacool,17
6640,1,Staryu,17
6640,2,Shellder,17
6641,0,Tentacool,24
6641,1,Goldeen,24
6642,0,Shellder,31
6642,1,Cloyster,31
6643,0,Goldeen,17
6643,1,Goldeen,17
6643,2,Tentacool,17
6644,0,Poliwag,21
6644,1,Shellder,21
6644,2,Goldeen,21
6644,3,Horsea,21
6645,0,Poliwhirl,28
6645,1,Cloyster,28
6645,2,Seaking,28
6645,3,Seadra,28
6646,0,Goldeen,27
6647,0,Seaking,50
6648,0,Goldeen,22
6648,1,Poliwag,22
6648,2,Goldeen,22
6649,0,Seaking,33
6649,1,Goldeen,33
6650,0,Seaking,28
6650,1,Goldeen,28
6650,2,Seaking,28
6650,3,Seaking,28
6651,0,Goldeen,33
6651,1,Goldeen,33
6651,2,Seaking,35
6651,3,Seaking,35
6651,4,Seaking,35
6652,0,Qwilfish,49
6652,1,Qwilfish,49
6653,0,Magikarp,27
6653,1,Magikarp,27
6653,2,Magikarp,27
6653,3,Magikarp,27
6653,4,Magikarp,27
6653,5,Magikarp,27
6654,0,Magikarp,47
6654,1,Magikarp,47
6654,2,Magikarp,47
6654,3,Magikarp,47
6654,4,Magikarp,47
6654,5,Magikarp,47
6655,0,Magikarp,40
6655,1,Gyarados,42
6656,0,Gyarados,53
6656,1,Gyarados,53
6657,0,Magikarp,10
6657,1,Magikarp,10
6657,2,Magikarp,10
6657,3,Magikarp,10
6657,4,Magikarp,10
6657,5,Magikarp,10
6658,0,Magikarp,39
6658,1,Finneon,42
6658,2,Feebas,39
6659,0,Goldeen,19
6659,1,Barboach,19
6660,0,Barboach,31
6660,1,Gyarados,31
6661,0,Gyarados,41
6661,1,Gyarados,41
6661,2,Remoraid,38
6662,0,Magikarp,28
6662,1,Finneon,30
6662,2,Gyarados,32
6663,0,Goldeen,22
6663,1,Barboach,24
6663,2,Gyarados,24
6664,0,Magikarp,38
6664,1,Gyarados,42
6664,2,Remoraid,40
6664,3,Finneon,40
6665,0,Goldeen,14
6666,0,Seaking,31
6667,0,Seaking,55
6668,0,Gyarados,21
6669,0,Magikarp,19
6669,1,Remoraid,19
6669,2,Gyarados,22
6670,0,Magikarp,26
6670,1,Gyarados,31
6670,2,Magikarp,26
6670,3,Magikarp,26
6670,4,Magikarp,26
6671,0,Gyarados,29
6671,1,Gyarados,29
6672,0,Gyarados,53
6672,1,Gyarados,53
6673,0,Barboach,17
6673,1,Barboach,17
6673,2,Barboach,18
6673,3,Shellos,20
6674,0,Barboach,26
6675,0,Magikarp,10
6675,1,Goldeen,13
6675,2,Magikarp,10
6676,0,Magikarp,42
6676,1,Gyarados,45
6677,0,Gyarados,50
6677,1,Gyarados,54
6678,0,Magikarp,8
6678,1,Magikarp,10
6678,2,Magikarp,12
6678,3,Magikarp,12
6678,4,Magikarp,14
6678,5,Magikarp,16
6679,0,Magikarp,43
6679,1,Finneon,42
6679,2,Feebas,42
6680,0,Barboach,33
6680,1,Gyarados,33
6681,0,Gyarados,43
6681,1,Gyarados,43
6681,2,Remoraid,40
6682,0,Finneon,30
6682,1,Finneon,32
6682,2,Finneon,34
6683,0,Goldeen,28
6683,1,Gyarados,31
6683,2,Seaking,31
6684,0,Magikarp,41
6684,1,Gyarados,42
6684,2,Remoraid,41
6684,3,Finneon,41
6685,0,Goldeen,17
6686,0,Seaking,35
6687,0,Seaking,54
6688,0,Goldeen,27
6688,1,Goldeen,27
6689,0,Gyarados,29
6690,0,Remoraid,25
6690,1,Remoraid,25
6690,2,Gyarados,28
6691,0,Remoraid,29
6691,1,Gyarados,31
6691,2,Remoraid,29
6691,3,Remoraid,30
6691,4,Remoraid,31
6692,0,Gyarados,33
6692,1,Gyarados,33
6693,0,Gyarados,51
6693,1,Gyarados,51
6693,2,Octillery,51
6694,0,Barboach,24
6694,1,Barboach,25
6694,2,Barboach,25
6694,3,Gyarados,26
6695,0,Whiscash,33
6696,0,Magikarp,14
6696,1,Goldeen,16
6696,2,Magikarp,14
6697,0,Gyarados,27
6698,0,Shellder,44
6699,0,Gyarados,40
6699,1,Gyarados,37
6699,2,Gyarados,37
6700,0,Remoraid,28
6700,1,Remoraid,28
6701,0,Lanturn,44
6701,1,Mantine,40
6702,0,Poliwag,8
6702,1,Poliwag,8
6703,0,Shellder,33
6703,1,Octillery,37
6703,2,Cloyster,37
6703,3,Remoraid,33
6704,0,Magikarp,5
6704,1,Magikarp,5
6704,2,Magikarp,15
6704,3,Magikarp,5
6705,0,Goldeen,39
6705,1,Goldeen,39
6705,2,Qwilfish,35
6706,0,Seaking,40
6706,1,Seaking,43
6706,2,Qwilfish,38
6707,0,Seaking,43
6707,1,Seaking,47
6707,2,Qwilfish,41
6707,3,Krabby,39
6708,0,Seaking,48
6708,1,Seaking,52
6708,2,Qwilfish,49
6708,3,Kingler,51
6709,0,Magikarp,18
6709,1,Magikarp,18
6709,2,Magikarp,18
6710,0,Magikarp,18
6710,1,Magikarp,18
6710,2,Magikarp,18
6710,3,Magikarp,18
6711,0,Magikarp,18
6711,1,Magikarp,18
6711,2,Magikarp,18
6711,3,Magikarp,18
6711,4,Magikarp,18
6712,0,Magikarp,18
6712,1,Magikarp,18
6712,2,Magikarp,18
6712,3,Magikarp,18
6712,4,Magikarp,18
6712,5,Magikarp,18
6713,0,Seadra,42
6714,0,Remoraid,36
6714,1,Octillery,42
6715,0,Magikarp,10
6715,1,Magikarp,15
6715,2,Gyarados,20
6716,0,Corsola,32
6716,1,Corsola,34
6716,2,Corsola,36
6716,3,Corsola,38
6717,0,Goldeen,10
6718,0,Seaking,40
6719,0,Qwilfish,45
6719,1,Seaking,42
6720,0,Qwilfish,53
6720,1,Seaking,56
6721,0,Magikarp,22
6721,1,Magikarp,22
6721,2,Magikarp,22
6721,3,Magikarp,22
6722,0,Qwilfish,30
6722,1,Qwilfish,30
6722,2,Seaking,34
6723,0,Quagsire,43
6723,1,Qwilfish,38
6723,2,Tentacruel,38
6724,0,Qwilfish,19
6725,0,Qwilfish,33
6726,0,Goldeen,30
6726,1,Goldeen,30
6726,2,Qwilfish,38
6727,0,Seaking,41
6727,1,Seaking,50
6727,2,Qwilfish,53
6728,0,Goldeen,26
6728,1,Goldeen,26
6728,2,Seaking,29
6729,0,Goldeen,32
6729,1,Goldeen,32
6729,2,Seaking,36
6730,0,Goldeen,32
6730,1,Seaking,36
6730,2,Seaking,40
6731,0,Seaking,42
6731,1,Seaking,46
6731,2,Seaking,63
6732,0,Basculin,16
6732,1,Basculin,16
6732,2,Basculin,16
6732,3,Basculin,16
6733,0,Basculin,34
6733,1,Basculin,34
6734,0,Basculin,34
6734,1,Stunfisk,34
6735,0,Finneon,62
6735,1,Gorebyss,62
6735,2,Huntail,62
6735,3,Lumineon,62
6736,0,Basculin,18
6736,1,Basculin,18
6737,0,Tentacool,63
6737,1,Tentacruel,63
6737,2,Qwilfish,63
6738,0,Basculin,34
6738,1,Basculin,34
6739,0,Magikarp,60
6739,1,Magikarp,60
6739,2,Magikarp,60
6739,3,Magikarp,60
6739,4,Magikarp,60
6739,5,Magikarp,60
6740,0,Feebas,63
6740,1,Remoraid,63
6740,2,Magikarp,63
6741,0,Frillish,34
6741,1,Frillish,34
6742,0,Barboach,62
6742,1,Corphish,62
6742,2,Carvanha,62
6742,3,Whiscash,62
6743,0,Krabby,64
6743,1,Octillery,64
6744,0,Psyduck,16
6744,1,Basculin,16
6745,0,Poliwhirl,60
6745,1,Whiscash,60
6745,2,Politoed,60
6746,0,Slowpoke,61
6746,1,Goldeen,61
6746,2,Seaking,61
6747,0,Krabby,64
6747,1,Qwilfish,64
6747,2,Kingler,64
6748,0,Basculin,39
6748,1,Staryu,39
6749,0,Basculin,42
6750,0,Finneon,59
6750,1,Gorebyss,59
6750,2,Huntail,59
6750,3,Lumineon,59
6751,0,Corphish,60
6751,1,Poliwag,60
6751,2,Stunfisk,60
6752,0,Basculin,17
6753,0,Alomomola,40
6754,0,Frillish,44
6754,1,Frillish,44
6754,2,Frillish,44
